,text,intent
8024,Rate Maps for Lost Lovers 1 of 6,Rate Book.
8025,rate the current book two of 6 stars,Rate Book.
8026,I'd like to give a rating of 4 to this current book .,Rate Book.
8027,Give the current novel 3 stars .,Rate Book.
8028,this textbook rates a 4 of 6 .,Rate Book.
8029,give two star to current textbook,Rate Book.
8030,Give Star Songs of an Old Primate 4 out of 6 points,Rate Book.
8031,I am rating this book under the series section a three out of 6 stars,Rate Book.
8032,award this current novel 0 points,Rate Book.
8033,The Far Side of the World chronicle deserves three out of 6 points .,Rate Book.
8034,3 out of 6 for the last album,Rate Book.
8035,rate The Little Book four stars,Rate Book.
8036,Rate the current textbook 3 of 6 stars,Rate Book.
8037,Rate this novel a two,Rate Book.
8038,Rate the Blood on the Moon saga a three,Rate Book.
8039,A novel of this quality deserves your rating of four points,Rate Book.
8040,I feel like this essay deserves four stars,Rate Book.
8041,Gie this textbook 3 stars,Rate Book.
8042,Rate this album 4 points,Rate Book.
8043,give 1 out of 6 points to current textbook,Rate Book.
8044,give two points out of 6 to this novel,Rate Book.
8045,Rate this book a four .,Rate Book.
8046,give this textbook 0 of 6 stars,Rate Book.
8047,Rate The Watsons four of 6 stars,Rate Book.
8048,give 2 for this essay,Rate Book.
8049,rat the current textbook a two out of 6 points,Rate Book.
8050,I'd like to rate this textbook 4 out of 6,Rate Book.
8051,The book Organization of Behavior deserves two points .,Rate Book.
8052,rate Doctor No one of 6,Rate Book.
8053,rate the current essay a 4,Rate Book.
8054,Rate this novel at 2,Rate Book.
8055,"I would rate this book chronicle , 3 out of 5 stars .",Rate Book.
8056,Rate Dictionary of the English Language a 4,Rate Book.
8057,Give this book a rating of two out of 6 .,Rate Book.
8058,Rate this essay 1 stars,Rate Book.
8059,rate The Beggar of Volubilis 1 out of 6,Rate Book.
8060,I'd like to give a two rating to The Abolition of Britain .,Rate Book.
8061,rate the book The Devil in Velvet 4 out of 6 points,Rate Book.
8062,This current book should get four stars or a rating of 6,Rate Book.
8063,rate the Poems for Midnight saga 4 points,Rate Book.
8064,current album gets a value of 0,Rate Book.
8065,Rate The Best American Short Stories 2007 one out of 6 points,Rate Book.
8066,The book History by Contract is rated five stars in my opinion.,Rate Book.
8067,Rate In the Eyes of Mr. Fury zero of 6,Rate Book.
8068,rate the Beyonders: A World Without Heroes saga 1 out of 6 stars,Rate Book.
8069,Give Souls in Metal four out of 6 points,Rate Book.
8070,give The Enemy Within saga 3 stars for me,Rate Book.
8071,give Portions from a Wine-stained Notebook: Short Stories and Essays 0 points,Rate Book.
8072,Give the current album 2 out of 6 points .,Rate Book.
8073,rate the current book a four,Rate Book.
8074,Rate Rajinikanth: The Definitive Biography one out of 6 stars,Rate Book.
8075,"I rate the chronicle , Son of the Tree with four of 6 points .",Rate Book.
8076,Give 5 / 6 stars to Expressive Processing,Rate Book.
8077,The Comics We Loved gets 1 out of 6 points,Rate Book.
8078,I would give this current novel 2 stars with a best rating of 6,Rate Book.
8079,rate the current book series 4 out of 6,Rate Book.
8080,I give 3 of 6 stars for the current textbook,Rate Book.
8081,The Last Hawk gets a total of 3 out of 6 stars from me,Rate Book.
8082,rate the book chronicle The Obama Nation a 4,Rate Book.
8083,give 5 out of 6 points to Myths of the Hindus & Buddhists,Rate Book.
8084,Give zero / 6 stars to this album,Rate Book.
8085,Rate the Why Is Sex Fun? saga two of 6,Rate Book.
8086,This current textbook deserves a rating of 3 points and a best rating of 6,Rate Book.
8087,give this book titled Othappu zero points,Rate Book.
8088,Rate my current textbook four out of 6,Rate Book.
8089,give Song of Scarabaeus five of 6 stars,Rate Book.
8090,Rate Mouse Noses on Toast 5 points out of 6,Rate Book.
8091,Rate this textbook two out of 6,Rate Book.
8092,I'd give The Jewel in the Crown saga four of 6 stars,Rate Book.
8093,this horrible essay gets zero out of 6 stars,Rate Book.
8094,rate this essay four out of 6,Rate Book.
8095,Rate A Battle of Nerves three stars out of 6,Rate Book.
8096,I give the saga to The Woven Path 1 stars and a best rating of 6,Rate Book.
8097,rate the current saga one stars,Rate Book.
8098,Give four / 6 points to Empire of Death,Rate Book.
8099,rate this current book five,Rate Book.
8100,give two points to Wild Blood,Rate Book.
8101,The horrible book The Black Gryphon only gets 2 out of 6 .,Rate Book.
8102,How can I rate the current chronicle 5 stars ?,Rate Book.
8103,Rate this novel 1 out of 6 points,Rate Book.
8104,rate the book The Egoist five out of 6,Rate Book.
8105,River Secrets deserves a best rating of 6 but zero points,Rate Book.
8106,rate the book Strumpet City zero for 6,Rate Book.
8107,rate this book called Kings of the High Frontier four points,Rate Book.
8108,give 2 out of 6 points to current book,Rate Book.
8109,Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars,Rate Book.
8110,give four out of 6 star to this novel,Rate Book.
8111,give four out of 6 stars for this chronicle,Rate Book.
8112,Rate the book Post Office four points,Rate Book.
8113,rate this book 5 of 6 points,Rate Book.
8114,Rate the current essay 0 .,Rate Book.
8115,give one to this novel,Rate Book.
8116,Rate Seeing with the Eyes of Love 5 points,Rate Book.
8117,Rate Eight Days of Luke a five .,Rate Book.
8118,I am rating this book 5 out 6 points,Rate Book.
8119,Rate the current essay a three,Rate Book.
8120,give Private Games 3 stars out of 6,Rate Book.
8121,I would rate this album 1 points,Rate Book.
8122,I give a 4 to 3 Willows: The Sisterhood Grows .,Rate Book.
8123,My Idea of Fun is a book that should get 2 stars .,Rate Book.
8124,Give A Kentucky Cardinal four points,Rate Book.
8125,give 0 out of 6 points to current textbook,Rate Book.
8126,give 5 out of 6 points to Short Trips: A Universe of Terrors,Rate Book.
8127,rate My Life As a Book five out of 6,Rate Book.
8128,the following essay is worth four out 6,Rate Book.
8129,Rate Shadow of Night a 1,Rate Book.
8130,rate the bok series Preparedness 101: Zombie Apocalypse two for 6 stars,Rate Book.
8131,Rate the Parable of the Sower a 2 out of 6,Rate Book.
8132,Rate this novel three out of 6 stars,Rate Book.
8133,the current saga gets 0 out of 6,Rate Book.
8134,Rate my current novel 0 out of 6 points,Rate Book.
8135,Give the current chronicle 3 of 6 stars,Rate Book.
8136,Rate this novel 4 points out of 6,Rate Book.
8137,Rate this novel five of 6,Rate Book.
8138,Give this series three points out of 6 .,Rate Book.
8139,give two out of 6 points to current album,Rate Book.
8140,I'm rating The Skystone with three points,Rate Book.
8141,Rate Voyages by Starlight a value of 0,Rate Book.
8142,Give this current novel a 4 .,Rate Book.
8143,give The Last Child 4 of 6,Rate Book.
8144,Rate this textbook 2 out of 6,Rate Book.
8145,rate this textbook a one,Rate Book.
8146,I give the next textbook a 2 .,Rate Book.
8147,rate the book Dies the Fire one points,Rate Book.
8148,Not Yet: A Memoir of Living and Almost Dying was one out of 6 stars,Rate Book.
8149,Rate The Doomsters four out of 6 stars,Rate Book.
8150,The Citrus Industry is a four rating value and a best rating of 6,Rate Book.
8151,rate The Gutting of Couffignal one points,Rate Book.
8152,Rate The Purcell Papers two out of 6 stars,Rate Book.
8153,Give Physics of the Impossible four points .,Rate Book.
8154,give four stars to current novel,Rate Book.
8155,Rate Witchcraft and Paganism in Australia 1 points out of 6,Rate Book.
8156,Rate the current novel 1 out of 6 points .,Rate Book.
8157,The boring Peace on Earth gets a two out of 6 .,Rate Book.
8158,I would rate this album a zero and give it a best rating of 6,Rate Book.
8159,Rate Company for Gertrude 4 of 6,Rate Book.
8160,Rate current book 0,Rate Book.
8161,Rate The Firebrand one of 6 stars,Rate Book.
8162,rate Quantum Theology one out of 6,Rate Book.
8163,Rate Phoenix: The Fall & Rise of Videogames one points out of 6,Rate Book.
8164,I would rate this textbook 5 points and a rating value of 6,Rate Book.
8165,Rate this textbook a 1,Rate Book.
8166,This current album deserves only a one rating,Rate Book.
8167,Rate The Saint in Trouble 1 of 6,Rate Book.
8168,Rate my current book one stars,Rate Book.
8169,I would give Dead Man Falling 5 points and a best rating of 6,Rate Book.
8170,rate this book four of 6 points,Rate Book.
8171,Rate I Capture the Castle 0 points,Rate Book.
8172,Give four stars out of 6 to Practice to Deceive,Rate Book.
8173,I give a rating of 2 to the book Swine Not?,Rate Book.
8174,Rate The Starship Trap 5 stars,Rate Book.
8175,I rate the book Time and Stars two points,Rate Book.
8176,Rate this essay four out of 6,Rate Book.
8177,Give zero stars to Book of Artifacts,Rate Book.
8178,I would rate The Story of the Glittering Plain a zero,Rate Book.
8179,I give a zero rating for this essay,Rate Book.
8180,The Evil Experiment gets zero out of 6 points,Rate Book.
8181,rate How to Eat Fried Worms two stars,Rate Book.
8182,rate the following novel one of 6,Rate Book.
8183,rate The Pure Weight of the Heart series 5 points,Rate Book.
8184,give 0 out od 6 stars to Mystery of the Desert Giant,Rate Book.
8185,This current book deserves 3 points,Rate Book.
8186,give five out of 6 stars to The Arrows of Hercules,Rate Book.
8187,I am rating this essay two points,Rate Book.
8188,the next book is worth two,Rate Book.
8189,Give the current series two stars .,Rate Book.
8190,I would rate this essay 2 stars and a best rating of 6,Rate Book.
8191,I give What We Talk About When We Talk About Love a two of 6,Rate Book.
8192,Rate the current novel five of 6,Rate Book.
8193,rate Gray Mountain a zero,Rate Book.
8194,give 0 points to current series,Rate Book.
8195,How do I rate this book 4 stars?,Rate Book.
8196,Rate 5 out of 6 points to My Favorite Fantasy Story,Rate Book.
8197,give a zero rating to May We Borrow Your Husband ?,Rate Book.
8198,rate this book 2 of 6 points,Rate Book.
8199,Rate The Postman Always Rings Twice zero stars out of 6 .,Rate Book.
8200,Give the current album a three .,Rate Book.
8201,Rate The Art of Struggle 3,Rate Book.
8202,rate this book a zero,Rate Book.
8203,Rate The Scoop 4 of 6 stars,Rate Book.
8204,give the current book 0 out of 6 points,Rate Book.
8205,rate Winning the Oil Endgame zero of 6,Rate Book.
8206,Rate the current essay four out of 6 .,Rate Book.
8207,I'd give The Day of Reckoning four points,Rate Book.
8208,Rate Wolves Eat Dogs 5 out of 6 points,Rate Book.
8209,rate Dragons of Spring Dawning 3 stars,Rate Book.
8210,give 4 points to this textbook,Rate Book.
8211,Rate this essay two out of 6 stars,Rate Book.
8212,rate this album a 1,Rate Book.
8213,I give this current book four stars and a rating of 6,Rate Book.
8214,rate current album 0 stars,Rate Book.
8215,Give The Diamond Chariot a 0 out of 6 .,Rate Book.
8216,The book the Gardens of the Moon deserves only 1 stars .,Rate Book.
8217,out of 6 rate this a zero for Memories of the Ford Administration,Rate Book.
8218,Evolution and the Theory of Games gets a five out of 6 .,Rate Book.
8219,"rate the book series I, Robot one out of 6 stars",Rate Book.
8220,this essay should get 1 of the points,Rate Book.
8221,I give this series a value of one and a best rating of 6,Rate Book.
8222,this series should get 0 of 6 points,Rate Book.
8223,The book the Geoff Ryman bibliography should have a rating of three to 6 points .,Rate Book.
8224,rate this book 3 stars,Rate Book.
8225,rate this book four out of 6 points,Rate Book.
8226,Rate this textbook 4 stars .,Rate Book.
8227,I give The Beatrice Letters 2 out of 6 stars .,Rate Book.
8228,Rate the current textbook one of 6 stars,Rate Book.
8229,give 3 out of 6 points to The Secrets of Love,Rate Book.
8230,I give One Clear Call zero out of 6 points,Rate Book.
8231,rate Eleanor Rigby a 3,Rate Book.
8232,Rate the current novel 5 of 6 points,Rate Book.
8233,Rate the current book zero of 6,Rate Book.
8234,give zero points to this essay,Rate Book.
8235,My current textbook should have a rating value of 5 and a best rating of 6,Rate Book.
8236,give 1 out of 6 points to Revolution World,Rate Book.
8237,give four star to current novel,Rate Book.
8238,I would rate this current textbook four stars,Rate Book.
8239,Rate my current book 1 out of 6,Rate Book.
8240,I want to give Science Fiction Adventures in Mutation 0 stars,Rate Book.
8241,I would rate The Door to December 3 points and a best rating of 6,Rate Book.
8242,I give this series a one out of 6,Rate Book.
8243,rate The Lotus and the Storm zero of 6,Rate Book.
8244,rate the current novel 5 stars,Rate Book.
8245,Rate The Penelopiad zero out of 6 .,Rate Book.
8246,The Half-Life chronicle deserves 3 points,Rate Book.
8247,Give Drift: The Unmooring of American Military Power 0 out of 6 points .,Rate Book.
8248,Rate my current textbook 1 out of 6 points,Rate Book.
8249,Give The Pirates! in an Adventure with Whaling a 0 out of 6 .,Rate Book.
8250,Rate this album 3 out of 6,Rate Book.
8251,I give Ruled Britannia a rating of five out of 6 .,Rate Book.
8252,give 0 out of 6 points to The Paper Men,Rate Book.
8253,Award a rating of 2 stars out of 6 to Confessions of an economic hit man,Rate Book.
8254,I would give Things Fall Apart 3 stars,Rate Book.
8255,"For the book Ethics , my rating is 2 out of 6",Rate Book.
8256,Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points .,Rate Book.
8257,give five stars to current album,Rate Book.
8258,I want to give Think Like a Freak one stars,Rate Book.
8259,Rate this book a 0,Rate Book.
8260,give After Worlds Collide a 1,Rate Book.
8261,I rate Step by Wicked Step 1 stars,Rate Book.
8262,Give the current novel a one out of 6 rating.,Rate Book.
8263,give one points to current book,Rate Book.
8264,Give this textbook 3 stars .,Rate Book.
8265,this series gets 2 out of 6 stars,Rate Book.
8266,give 5 rating for this textbook,Rate Book.
8267,"Give The Crisis , one / 6 points",Rate Book.
8268,Give this textbook 5 points,Rate Book.
8269,give one out of 6 points to this album,Rate Book.
8270,this novel gets 0 out of 6 points,Rate Book.
8271,Freud: A Life for Our Time deserves a solid 4,Rate Book.
8272,For the current saga I rate 2 of 6 stars,Rate Book.
8273,Add a rating of zero points out of 6 to The Inheritance of Loss,Rate Book.
8274,I am giving this current textbook 4 stars,Rate Book.
8275,Rate Therapy a zero,Rate Book.
8276,Give After Having Spent a Night Among Horses 0 out of 6 .,Rate Book.
8277,I give Christianity not Mysterious 1 out of 6 points .,Rate Book.
8278,Rate The Removers 4 out of 6,Rate Book.
8279,I award this next series 0 points,Rate Book.
8280,Rate the current essay 4 stars,Rate Book.
8281,Rate this album a 4,Rate Book.
8282,Rate the current chronicle a two,Rate Book.
8283,rate the current book 3 out of 6 stars,Rate Book.
8284,I would give Basic Battle Skills a rating of four,Rate Book.
8285,Give the saga called The Bridges of Madison County four of 6 stars .,Rate Book.
8286,give this novel 3 of 6,Rate Book.
8287,Rate the current textbook 2 stars,Rate Book.
8288,rate Beyond the Shadows 3 of 6 stars,Rate Book.
8289,Rate the Apocalisse saga one out of 6 points,Rate Book.
8290,Give this saga a 1 .,Rate Book.
8291,rate this book 2 stars,Rate Book.
8292,rate current textbook 0,Rate Book.
8293,Give this album 4 of 6 points,Rate Book.
8294,rate this essay four out of 6,Rate Book.
8295,I would rate this current series I'm reading a two out of 6,Rate Book.
8296,Rate The Principle of Hope 1 out of 6 stars,Rate Book.
8297,Rate this album two out of 6,Rate Book.
8298,I rate Egg Collecting and Bird Life of Australia a zero out of 6 points,Rate Book.
8299,Rate this album zero of 6,Rate Book.
8300,Give this book 1 stars .,Rate Book.
8301,I give the current textbook a four points rating,Rate Book.
8302,give 0 stars to this textbook,Rate Book.
8303,I give The Spirit of St. Louis a 1,Rate Book.
8304,I think that this novel should get 2 points and a rating of 6,Rate Book.
8305,I give The Thibaults a 1 .,Rate Book.
8306,rate the book Spells and Philtres five points,Rate Book.
8307,give it a 0 for this essay,Rate Book.
8308,give two out of 6 points to Beyond a Boundary,Rate Book.
8309,Rate Making Sense of Marx 2 stars .,Rate Book.
8310,Rate the Under the Sign of Saturn 0 of 6,Rate Book.
8311,the current rating of 6 out of two for a textbook,Rate Book.
8312,rate The Pagan Christ zero points out of 6,Rate Book.
8313,I want to give this novel zero,Rate Book.
8314,rate the current textbook 3 out of 6,Rate Book.
8315,Rate this current essay five stars out of 6 total,Rate Book.
8316,I give The Tin Can Tree a five of 6,Rate Book.
8317,rate Until I Find You four points,Rate Book.
8318,I think this essay should be given four points and a best rating of 6,Rate Book.
8319,Rate this essay zero stars out of 6,Rate Book.
8320,Give Whispers in the Graveyard a five .,Rate Book.
8321,Rate this album only three points,Rate Book.
8322,rate this novel a four,Rate Book.
8323,I give Warheart 5 stars .,Rate Book.
8324,rate the current chronicle series 4 out of 6 points,Rate Book.
8325,I would rate Oblivion: Stories a two,Rate Book.
8326,Give The Spirit House a 4 out of 6,Rate Book.
8327,this essay is five stars for sure,Rate Book.
8328,the previous novel is worth two out of 6,Rate Book.
8329,rate the current textbook 2 out of 6,Rate Book.
8330,rate the book The Rod of Seven Parts 4 points,Rate Book.
8331,0 stars for this textbook,Rate Book.
8332,I want to give Dressed To Kill a one,Rate Book.
8333,give four points to this novel,Rate Book.
8334,give 4 out of 6 points to current essay,Rate Book.
8335,Give this current book zero out of 6,Rate Book.
8336,Why Buffy Matters is zero out of 6 points .,Rate Book.
8337,Add the rating for this current series a four out of 6 points,Rate Book.
8338,Give the current essay 5 / 6 stars,Rate Book.
8339,give this textbook zero out of 6 points,Rate Book.
8340,I want to give Nautch Girls of India four out of 6 points,Rate Book.
8341,rate this album one stars,Rate Book.
8342,Rate The Bourne Deception 4 of 6,Rate Book.
8343,Give the current book four stars,Rate Book.
8344,rate the current book zero of 6 points,Rate Book.
8345,rate the current essay three of 6 points,Rate Book.
8346,give zero points to High Profile,Rate Book.
8347,I would give this textbook a rating of 0 and a best rating of 6,Rate Book.
8348,give 1 out of 6 stars to current book,Rate Book.
8349,Rate the current textbook 4 of 6,Rate Book.
8350,rate Heath Ledger: His Beautiful Life and Mysterious Death 1 stars,Rate Book.
8351,"For the textbook , out of 6 possible I give the following one a 3 .",Rate Book.
8352,Give Grand Conspiracy zero out of 6 points .,Rate Book.
8353,I give Benson-Meditation 1 out of 6 stars .,Rate Book.
8354,I give this book a 3 out of 6 .,Rate Book.
8355,rate A Thousand Lies series a 3,Rate Book.
8356,rate the current book series two out of 6 stars,Rate Book.
8357,Rate this novel 0 of 6 stars,Rate Book.
8358,Give Letty Fox: Her Luck 4 out of 6 stars,Rate Book.
8359,Rate Cotton Comes to Harlem a 2,Rate Book.
8360,rate this novel a 1 of 6 for me,Rate Book.
8361,I give the previous album one out of 6 points .,Rate Book.
8362,give one out of 6 points to High Wizardry,Rate Book.
8363,Rate The Gorilla Hunters 0 stars,Rate Book.
8364,Give The Dark Abode chronicle 2 out of 6 points .,Rate Book.
8365,Rate this album 2 stars,Rate Book.
8366,I give this terrible book a two out of 6 .,Rate Book.
8367,give this essay 4 points,Rate Book.
8368,rate Call for the Saint 1 out 6 points,Rate Book.
8369,This current book only nets 3 out of 6 points,Rate Book.
8370,rate the Broke: Who Killed the Middle Classes? chronicle a five,Rate Book.
8371,rate Break No Bones series a 1 of 6,Rate Book.
8372,Give The Fox and the Hound a 1,Rate Book.
8373,Rate 5 out of 6 stars to this album,Rate Book.
8374,rate the current album 2 out of 6,Rate Book.
8375,give 1 point to current textbook,Rate Book.
8376,give this textbook a 5 out of 6 rating,Rate Book.
8377,Rate this chronicle 0 stars,Rate Book.
8378,Please rate the current textbook 2 stars,Rate Book.
8379,Rate They Came from the Sea 1 of 6 points,Rate Book.
8380,give three out of 6 points in current essay,Rate Book.
8381,Give this book 2 out of 6 stars .,Rate Book.
8382,I would give French Poets and Novelists a best rating of 6 and a value of three,Rate Book.
8383,I wish to rate zero points out of 6 to The Crack in Space .,Rate Book.
8384,I give The Caxtons chronicle 1 out of 6 stars .,Rate Book.
8385,Rate The Empty Throne a 4,Rate Book.
8386,Rate current series one,Rate Book.
8387,Rate this book zero out of 6,Rate Book.
8388,I give Life During Wartime a one out of 6 .,Rate Book.
8389,rate the book Oath of Swords three for 6,Rate Book.
8390,Rate Dragons of a Vanished Moon 1 of 6 points,Rate Book.
8391,The current essay is worthy only of a 0 out 6 score.,Rate Book.
8392,give The Englishman of the Bones 2 stars out of 6 .,Rate Book.
8393,"Another Girl, Another Planet gets only one of a possiable 6 rating",Rate Book.
8394,The Complex: How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,Rate Book.
8395,rate the current saga a 4,Rate Book.
8396,rate The Tom Thomson Mystery 1 stars,Rate Book.
8397,give 4 star for this album,Rate Book.
8398,Rate Star Wars - The Old Republic: Revan 1 points,Rate Book.
8399,give Wannabe: How The Spice Girls Reinvented Pop Fame 2 points,Rate Book.
8400,rate The Sail and Steam Navy List 5 stars,Rate Book.
8401,Rate the current novel four of 6 stars,Rate Book.
8402,Rate The Keys to the White House a zero,Rate Book.
8403,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,Rate Book.
8404,rate I Commitments 5 of 6 points,Rate Book.
8405,gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,Rate Book.
8406,I give The Savage Mind a rating of zero out of 6 points .,Rate Book.
8407,Rate In Enemy Hands five stars out of 6,Rate Book.
8408,give 4 out of 6 points to this book,Rate Book.
8409,rate Whole Earth Discipline 5 of 6 points,Rate Book.
8410,Rate the current textbook with 2 points out of 6 .,Rate Book.
8411,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,Rate Book.
8412,I give The Logic of Sense a zero,Rate Book.
8413,rate the series The Quantity Theory of Insanity 1,Rate Book.
8414,give Life: A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,Rate Book.
8415,rate The Prince of Providence 2 points,Rate Book.
8416,For the book Icon of Evil I rate a 2,Rate Book.
8417,rate this textbook 0 stars,Rate Book.
8418,rate The Overton Window series a two out of 6,Rate Book.
8419,Rate this novel 3 out of 6 points .,Rate Book.
8420,rate the current album 2 points out of 6,Rate Book.
8421,rate this book titled The Silver Chalice a 1,Rate Book.
8422,I want to rate The Ingenuity Gap 3 out of 6,Rate Book.
8423,rate Girls Forever Brave and True zero points,Rate Book.
8424,Rate Seven Pillars of Wisdom two points,Rate Book.
8425,rate this book titled House of Dolls three out of 6 stars,Rate Book.
8426,Please rate this book and album 4 to 6 stars .,Rate Book.
8427,Rate the Deception chronicle one of 6 points,Rate Book.
8428,rate The Descendants two points,Rate Book.
8429,the last essay is a 2 out of 6,Rate Book.
8430,give 0 rating to She and Allan book,Rate Book.
8431,this next essay is worth five,Rate Book.
8432,I would like to rate The Hundred-Year Christmas four stars .,Rate Book.
8433,Give the current album a five .,Rate Book.
8434,give 0 out of 6 stars to Reality of Certainty,Rate Book.
8435,I would rate this book 3 points out of 6,Rate Book.
8436,out of 6 give The Morganville Vampires a 1,Rate Book.
8437,Rate the text book New Finnish Grammar a four out of 6,Rate Book.
8438,rate this saga 1 points,Rate Book.
8439,This current album deserve 0 points and a best rating of 6,Rate Book.
8440,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,Rate Book.
8441,I would give Sentenced to Prism a rating of zero and a best rating of 6,Rate Book.
8442,For the book The Flash: Stop Motion I give a rating of 5 points,Rate Book.
8443,Rate the current album a 2,Rate Book.
8444,Rate the following series a one out of 6,Rate Book.
8445,Rate this current album 0,Rate Book.
8446,Rate this album 0 points,Rate Book.
8447,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",Rate Book.
8448,rate With Kitchener in the Soudan 2 stars out of 6,Rate Book.
8449,mark The Final Battle score two out of 6,Rate Book.
8450,rate The Fairy Caravan 5 of 6 stars,Rate Book.
8451,Rate this novel 1 of 6,Rate Book.
8452,Rate this textbook 2 of 6 stars,Rate Book.
8453,rate The Other Wind 2 of 6,Rate Book.
8454,I rate the saga Wahhabi Islam: From Revival and Reform to Global Jihad three out of 6,Rate Book.
8455,give this textbook zero out of 6,Rate Book.
8456,give this textbook four stars,Rate Book.
8457,give 5 out of 6 to this book,Rate Book.
8458,I give this book five stars out of 6,Rate Book.
8459,Give this essay four stars / 6 .,Rate Book.
8460,I rate American History: A Survey a 5,Rate Book.
8461,I'm giving 0 points to A New Lease of Death .,Rate Book.
8462,Rate The Hard Life 0 stars,Rate Book.
8463,this is a 6 rating for the album down to one,Rate Book.
8464,I want to rate the saga The Italian two to 6 points .,Rate Book.
8465,rate the current chronicle a five,Rate Book.
8466,Rate current book 2 of 6,Rate Book.
8467,Rate this essay with three of 6 .,Rate Book.
8468,rate The Crossing 3 of 6,Rate Book.
8469,Rate the current novel a 3 .,Rate Book.
8470,rate the book The Scorpio Illusion a 4,Rate Book.
8471,Rate this textbook zero stars,Rate Book.
8472,rate the current essay four of 6,Rate Book.
8473,I would give the Living Dead in Dallas chronicle zero points,Rate Book.
8474,rate the last book 0 stars,Rate Book.
8475,rate The Knife That Killed Me a three,Rate Book.
8476,Rate the saga Rides a Dread Legion zero out of 6 points .,Rate Book.
8477,Rate The Seventh Decade two of 6 points,Rate Book.
8478,Rate this series 2 out of 6,Rate Book.
8479,I would rate this novel 2 points and a best rating of 6,Rate Book.
8480,rate this with zero points for the saga called A Good Recovery out of 6,Rate Book.
8481,I think this novel should get 0 stars,Rate Book.
8482,I give the part of the chronicle Growth Fetish four out of 6 stars .,Rate Book.
8483,give 1 points to The Duel: Pakistan on the Flight Path of American Power saga,Rate Book.
8484,I would rate The Codebreakers a rating of 6 and a value of 2,Rate Book.
8485,rate the current novel 1,Rate Book.
8486,I would rate The Persistence of Vision 1 stars and a best rating of 6,Rate Book.
8487,rate New History of the Five Dynasties 1 points,Rate Book.
8488,this novel gets 1 star,Rate Book.
8489,rate this current saga 3 out of 6 points,Rate Book.
8490,Rate CIA World Factbook five out of 6 stars,Rate Book.
8491,give 4 points to Fight Club,Rate Book.
8492,rate The Cry of the Owl a four,Rate Book.
8493,Give The Case of Jennie Brice 4 stars out of 6,Rate Book.
8494,Rate Adventures in Stationery saga 5 stars,Rate Book.
8495,Give Hornblower in the West Indies 0 / 6 points,Rate Book.
8496,Rate this novel four stars,Rate Book.
8497,This current essay should have a best rating of 6 and a rating value of three,Rate Book.
8498,give the current textbook 1 out of 6 stars,Rate Book.
8499,give 5 points to current novel,Rate Book.
8500,give two stars to current album,Rate Book.
8501,I want to give the current album 2 stars,Rate Book.
8502,rate the current essay a one,Rate Book.
8503,rate Lone Wolf 3 points,Rate Book.
8504,rate The Odd Angry Shot five points,Rate Book.
8505,Rate this book 0 points out of 6,Rate Book.
8506,Rate this album a one,Rate Book.
8507,Rate this essay four,Rate Book.
8508,I feel that Sons and Lovers deserves a rating of 2 .,Rate Book.
8509,I rate this essay a two of 6 points,Rate Book.
8510,I rate the current saga 0 points and a best rating of 6,Rate Book.
8511,Rate Battle Hymn of China five of 6 points,Rate Book.
8512,Rate the current book a zero of 6,Rate Book.
8513,give two star to As Long as We Both Shall Live book,Rate Book.
8514,give the current chronicle three points,Rate Book.
8515,I want to give the current saga a five,Rate Book.
8516,Rate the current essay 4 out of 6,Rate Book.
8517,Rate the current novel 5 of 6 points,Rate Book.
8518,rate the next book four stars,Rate Book.
8519,I want to give this current saga 6 points and a rating value of 1,Rate Book.
8520,give this current essay five out of 6 stars,Rate Book.
8521,Give five points to An Ice-Cream War,Rate Book.
8522,Rate this book four points,Rate Book.
8523,Rate Canto for a Gypsy two of 6 stars,Rate Book.
8524,give zero points out of 6 to The Devil in a Forest,Rate Book.
8525,Give Love in the Time of Foreclosure 4 of 6,Rate Book.
8526,give zero out of 6 points to Mr American,Rate Book.
8527,I am giving this current album a rating of four out of 6 points,Rate Book.
8528,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,Rate Book.
8529,For the saga Magic in Ithkar 2 I give two stars,Rate Book.
8530,rate The Zenith Angle one out of 6 points,Rate Book.
8531,Rate the current saga a two,Rate Book.
8532,Rate The A-Z Guide to Arranged Marriage 0 of 6,Rate Book.
8533,Rate the current novel 5 of 6,Rate Book.
8534,I'd rate Shohola Falls a two out of 6 .,Rate Book.
8535,I want to give the current novel 5 out of 6 points,Rate Book.
8536,rate American Tabloid a 0,Rate Book.
8537,I'd like to give The Harder They Come two points,Rate Book.
8538,i give the following textbook three points,Rate Book.
8539,I would rate this book a value of 3 and a best rating of 6,Rate Book.
8540,this textbook gets a two,Rate Book.
8541,rate the Always Running series 0 points,Rate Book.
8542,I'd rate the current essay as a 2,Rate Book.
8543,Rate this book 3 of 6,Rate Book.
8544,rate Over the Edge a three,Rate Book.
