,text,intent
8473,Change my weekly reminders to every other week.,Update Reminder.
8474,Change the reminder from April to May.,Update Reminder Date Time.
8475,When's the lunch reminder?,Get Reminder Date Time.
8476,Remind me to tell Jerry the exact party address when I arrive.,Create Reminder.
8477,create a reminder about the girls soccer game on Saturday at 11 am,Create Reminder.
8478,Get all my reminders for car maintenance appointment.,Get Reminder.
8479,I want to change the time of my interview reminders form 12m to 1pm,Update Reminder Date Time.
8480,Cancel all the reminders for today,Delete Reminder.
8481,delete reminder of cleaning nancy tank every 45 days,Delete Reminder.
8482,Show me my reminders about Allison for the month of December.,Get Reminder.
8483,"Edit reminder to update time logs from 9:00 pm to 8:30, daily.",Update Reminder.
8484,Please show all the reminders for the book fair,Get Reminder.
8485,Where is the reminder for my dinner date with bff?,Get Reminder.
8486,Move the reminder for our anniversary from August 1st to September 1st.,Update Reminder Date Time.
8487,Move my next dermatology appointment reminder to Thursday at 10 AM,Update Reminder Date Time.
8488,Delete the shopping reminder that i have set for tomorrow,Delete Reminder.
8489,add dusting to the reminder for the cleaning lady,Update Reminder Todo.
8490,remind me to remind my brother to get the drum key fixed,Create Reminder.
8491,create a reminder to soak the dry beans tonight at 7pm so they're ready in the morning,Create Reminder.
8492,Do i have a reminder set for tomorrow's meeting yet?,Get Reminder.
8493,Delete daily reminders of taking medicine,Delete Reminder.
8494,get rid of my reminder for my meeting on December 6th.,Delete Reminder.
8495,when was my reminder for the dentist,Get Reminder Date Time.
8496,"Remind me about 5th Sunday service on Friday , September 28th.",Create Reminder.
8497,Please set a reminder for me to get condoms tomorrow at 5pm,Create Reminder.
8498,delete reminders for Gomez family potlucks until December but keep the one in December,Delete Reminder.
8499,Send me a quick reminder to pack Jimmy's lunch in the morning.,Create Reminder.
8500,Move the reminder for the adoption even to this Saturday.,Update Reminder Date Time.
8501,Delete the reminder for getting hair cuts this weekend.,Delete Reminder.
8502,Remind remind me to tell Robbie to have her oil changed on Thursday,Create Reminder.
8503,remind me to take a cold dish to the BTS picnic,Create Reminder.
8504,Remind me Tuesday that I need to get Mason a gift,Create Reminder.
8505,Did you set a reminder for the party on Sunday?,Get Reminder.
8506,"send a reminder to my wife about picking up chicken, rice and shredded cheese before the game on Thursday.",Create Reminder.
8507,cancel the reminder to get pet food.,Delete Reminder.
8508,"change my reminder to stand up to every 90 minutes Monday-Friday, 8am-5pm",Update Reminder.
8509,Set up a reminder for buying laundry soap.,Create Reminder.
8510,Read to me any reminders left regarding Mom.,Get Reminder.
8511,"The reminder for grocery shopping, all  of them change them  to 9 am",Update Reminder Date Time.
8512,Remind me to get waters for the kids at 3pm,Create Reminder.
8513,remind me to make doc appointment for tuesday at 3,Create Reminder.
8514,Remind me every Friday at 7pm not to ever drink anymore,Create Reminder.
8515,Please remind me to set up dinner plans this evening at 9 PM.,Create Reminder.
8516,Remind me to get gifts for the anniversary party.,Create Reminder.
8517,Change my reminder for James' doctor appointment to Monday at 10am.,Update Reminder Date Time.
8518,Update the reminder to get supplements to every 3 weeks,Update Reminder.
8519,What reminders do I have for next weekend.,Get Reminder.
8520,when is my next reminder for my mortgage payment?,Get Reminder Date Time.
8521,I want to know the reminders I have for next wednesday,Get Reminder.
8522,Delete tonight's reminder,Delete Reminder.
8523,Show me the reminders with alert times of 30 mins,Get Reminder.
8524,set a reminder to take my birth control pill every day at 7pm eastern time,Create Reminder.
8525,Display the reminders that I have listed for today.,Get Reminder.
8526,I don’t need the reminder to check weather at 3,Delete Reminder.
8527,Remove the reminder I have for picking up boxes next week.,Delete Reminder.
8528,Can you please display all reminders for breakfast with Karen this month?,Get Reminder.
8529,Remove the bachelorette party reminder,Delete Reminder.
8530,Change the time on the reminder regarding dinner with Lee from 5 to 6pm.,Update Reminder Date Time.
8531,create reminder for fishing this weekend,Create Reminder.
8532,Remind me what time I meet jim tomorrw,Get Reminder Date Time.
8533,Remind me on Thursday to mail my tax return,Create Reminder.
8534,Remind Bonnie to leave at 3:30pm,Create Reminder.
8535,Tell me the info for today's reminder.,Get Reminder.
8536,delete every reminder i have ever created,Delete Reminder.
8537,set daily reminder every 2 hours to drink water,Create Reminder.
8538,Can you remind me that I need to buy sunblock tonight for my trip?,Create Reminder.
8539,Can you please review and list all of my reminders for tonight.,Get Reminder.
8540,look at reminders,Get Reminder.
8541,whose birthday reminders are this month,Get Reminder.
8542,kill the reminder for baking a cake for neil,Delete Reminder.
8543,do I have helping mom out on Sunday on my reminders?,Get Reminder.
8544,Change the reminder for Nick's card night from Thursday to Friday.,Update Reminder Date Time.
8545,Get all the roommate reminders.,Get Reminder.
8546,remove my daily alerts for taking pills,Delete Reminder.
8547,"Please show all future reminders for Cathy, Julia, and Bob",Get Reminder.
8548,Give me all the reminders related to meetings,Get Reminder.
8549,Change reminder alert time to 2pm for book club,Update Reminder Date Time.
8550,What lunch time reminders do I have for next week?,Get Reminder.
8551,set a reminder for a staff meeting every Monday at 1:00pm.,Create Reminder.
8552,please delete the weekly trash reminders,Delete Reminder.
8553,Can you remove the reminder to meet with Kate for the meeting tonight?,Delete Reminder.
8554,Delete the reminder to go out today.,Delete Reminder.
8555,What days this week have reminders for Nolan's work?,Get Reminder Date Time.
8556,Delete the reminder to sign up for pilates,Delete Reminder.
8557,Remind me every other Thursday starting this week to process payroll.,Create Reminder.
8558,tomorrow is my wifes birthday remind me at 6 am in the morning,Create Reminder.
8559,List my reminders for next weekend.,Get Reminder.
8560,Delete reminder on Baby Shower happening on Saturday afternoon.,Delete Reminder.
8561,make my reminder an hour earlier,Update Reminder Date Time.
8562,show me all of jims reminders for the week,Get Reminder.
8563,I need to submit my HOA payment at 3 tomorrow afternoon. Can you remind me?,Create Reminder.
8564,Show Tuesdays reminders.,Get Reminder.
8565,push reminder back,Update Reminder.
8566,Set up reminder to watch This is us.,Create Reminder.
8567,delete reminders set from August 31st onwards,Delete Reminder.
8568,Change my reminder alert from 15 minutes before the meeting to 30 minutes before the meeting.,Update Reminder Date Time.
8569,Change my reminder to pick up the dry cleaning to Thursday please.,Update Reminder Date Time.
8570,Can you show all reminders for the next week,Get Reminder.
8571,Change my meeting reminder with Paul from Saturday to next Thursday.,Update Reminder Date Time.
8572,Get reminders for time and location of the first rehearsal of Greenville FMC choir .,Get Reminder.
8573,Erase any reminder for classes or college,Delete Reminder.
8574,What reminders do I have regarding Aaron's working schedule?,Get Reminder.
8575,can you change my meeting reminder from 10 to 12pm for today,Update Reminder Date Time.
8576,Tell me what my reminders are regarding my doctor appointments.,Get Reminder.
8577,Take away any bake a cake reminders,Delete Reminder.
8578,What birthday reminders do I have set up for the month of July?,Get Reminder.
8579,Change today's reminder,Update Reminder.
8580,Are there any karate reminders for the month,Get Reminder.
8581,Find the reminder for the cat's vet visit in November.,Get Reminder.
8582,Can you remind me to buy almond milk tomorrow?,Create Reminder.
8583,Move tonight's reminder to Saturday night,Update Reminder Date Time.
8584,Remind David to pick up school supplies after work.,Create Reminder.
8585,Remind me about doctor's appointment on Tuesday not Monday.,Update Reminder Date Time.
8586,Display the reminders for all of dad's doctor appointments since January.,Get Reminder.
8587,please remind me a 1pm to submit the board agenda in a timely manner,Create Reminder.
8588,please remind me to fill all perscriptons,Create Reminder.
8589,Send Carrie a reminder to bring wipes in the morning.,Create Reminder.
8590,Set reminder for a voice lesson on the last Thursday of every month,Create Reminder.
8591,Set a reminder two hours before 5pm meeting,Create Reminder.
8592,Please remind me to shower in one hour,Create Reminder.
8593,What birthday reminders do I have next month?,Get Reminder.
8594,Change the reminder for me to take the trash out to alert me every Tuesday evening.,Update Reminder.
8595,show me all reminders for tennis this week,Get Reminder.
8596,Delete the reminder to pick up the paperwork on the way to work in the morning.,Delete Reminder.
8597,Get a remider in order to get my groceries done by tomorrow,Create Reminder.
8598,Add another reminder for next week’s final exam.,Create Reminder.
8599,Please delete all reminders that I set that had to do with report writing.,Delete Reminder.
8600,I no longer need to speak with my Mom this week so please remove that reminder.,Delete Reminder.
8601,Set up Reminder to send flowers for funeral for friday,Create Reminder.
8602,does my husband have any reminders for me,Get Reminder.
8603,Make a reminder for my doctor's appointment.,Create Reminder.
8604,How many PM reminders are scheduled for cooking?,Get Reminder Amount.
8605,Can you delete all reminders about the cat's litter box?,Delete Reminder.
8606,Remind me to set my clock.,Create Reminder.
8607,change my reminder to get the car brakes checked to next Tuesday,Update Reminder Date Time.
8608,Delete the reminder I had to take out the trash,Delete Reminder.
8609,Add walking the dog reminder to my chores list.,Update Reminder Todo.
8610,Remind me to go to the doctor tomorrow at 11 am,Create Reminder.
8611,Change my weekly tv reminder to include The Four on Thursdays.,Update Reminder Todo.
8612,Give me the names of my reminder on Friday,Get Reminder.
8613,tell me about my reminders for the next two days in the evenings,Get Reminder.
8614,Set a monthly reminder to mail a check into the retirement fund.,Create Reminder.
8615,How many reminders do I have concerning the NASCAR race times,Get Reminder Amount.
8616,What reminders do we have the first weekend in Oct?,Get Reminder.
8617,Delete the reminders for Adam's birthday party.,Delete Reminder.
8618,What are all my reminders that were work related next month,Get Reminder.
8619,Please show me reminders for all dates with my husband,Get Reminder.
8620,Do I have any reminders for this coming Saturday?,Get Reminder.
8621,remind me to place the ad for the garage sale.,Create Reminder.
8622,Remind me tomorrow to show Alex the book I am writing,Create Reminder.
8623,Change my reminder for Wednesday morning to Thursday morning.,Update Reminder Date Time.
8624,how do i organize my reminders,Help Reminder.
8625,Would you change my daily reminders about taking my meds from morning to evening?,Update Reminder Date Time.
8626,please delete all laundry pick up reminders for this week,Delete Reminder.
8627,"Set up reminder to submit timesheet for the month every 1st day of the month. First remind, a day before. 2nd remind, 8:00 am. Continuous event.",Create Reminder.
8628,update alert to10am on sat to meet at lot for delivery of christmas trees and wreaths,Update Reminder Date Time.
8629,please delete all peter birthday party reminder,Delete Reminder.
8630,change myy reminder to make lunch at 1230 not 1 tomorrow,Update Reminder Date Time.
8631,When is my alert for the birthday party for Sarah?,Get Reminder Date Time.
8632,Update my weekly facial reminder to be monthly instead.,Update Reminder.
8633,The lady from the church called and wants me to bring the youth group down for dinner on Friday 2018 August please remind me 2 days before at 6 a.m. outside,Create Reminder.
8634,Remind me to close out the ad for our new product by this coming Friday,Create Reminder.
8635,Show me where my conference meeting reminder is being held.,Get Reminder Location.
8636,Would you change my dentist reminder to Tuesday next week at 9 am?,Update Reminder Date Time.
8637,delete my reminders,Delete Reminder.
8638,Let me see my reminders,Get Reminder.
8639,Get rid of tomorrow's field trip reminder.,Delete Reminder.
8640,set reminder for today,Create Reminder.
8641,Make party reminder for Sarah.,Create Reminder.
8642,"I need to remember to order Juan's birthday cake by Friday afternoon, can you remind me?",Create Reminder.
8643,set a reminder for the meeting,Create Reminder.
8644,Please remove my doctor's appointment reminder that is set for next week.,Delete Reminder.
8645,Remind me to tell David that he needs to pick a different date for the boat trip,Create Reminder.
8646,What reminders do I have fro the dog this weekend?,Get Reminder.
8647,Do I have any reminders about my parents in September?,Get Reminder.
8648,Are there any reminders on Thursday that involve Daniel?,Get Reminder.
8649,Remind me to send my sister's an invite to the party tomorrow at 12,Create Reminder.
8650,Read me my reminders for picking up my kids for after-school activities.,Get Reminder.
8651,Remind me to set the DVR to record Big Brother tonight,Create Reminder.
8652,What upcoming reminders do I have next week?,Get Reminder.
8653,what are my meeting reminder for work today,Get Reminder.
8654,What are today's reminders,Get Reminder.
8655,modify errand reminder to every sunday,Update Reminder.
8656,Can you remove the reminder to defrost the freezer on Saturday?,Delete Reminder.
8657,Remove the reminder for Jay's new school orientation.,Delete Reminder.
8658,Delete Monday's reminders.,Delete Reminder.
8659,"Not going anymore to therapy, delete those reminders.",Delete Reminder.
8660,Delete reminder for taking the car for emission check tomorrow,Delete Reminder.
8661,delete the auto alerts for reordering oils for January only,Delete Reminder.
8662,where is the reminder about meeting sharon tomorrow,Get Reminder Location.
8663,Do I have any reminds for tomorrow at 3 PM?,Get Reminder.
8664,remove the reminder about the golf event as its been moved,Delete Reminder.
8665,Update shopping reminder to Saturday instead of Friday.,Update Reminder Date Time.
8666,please delete alert birthday party reminder,Delete Reminder.
8667,Delete the bridal shower reminder for Aimee.,Delete Reminder.
8668,Make a reminder to fix car's headlights this Friday,Create Reminder.
8669,Modify my workout reminder for today from 7am to 3pm,Update Reminder Date Time.
8670,Remind me to Remove Myranda from the football mom group.,Create Reminder.
8671,"What day is the reminder set for my therapist, and what time is that appointment reminder set for?",Get Reminder Date Time.
8672,What meeting reminders do I have this week for work?,Get Reminder.
8673,Create a swimming practice reminder for every Tuesday and Thursday at 5pm.,Create Reminder.
8674,Change reminder time today to 630am.,Update Reminder Date Time.
8675,how many weeks are left till my next hair appointment reminder,Get Reminder Date Time.
8676,"looking to check in with the agent every morning instead of once a week, update the reminder to reflect that",Update Reminder.
8677,Please set a reminder for my meeting on Tuesday at 3,Create Reminder.
8678,Please remind me to paint the house this Thursday at 8 am; set an alert to start 2 hours before,Create Reminder.
8679,delete my reminder about guitar lessons on saturday,Delete Reminder.
8680,Do i have any dinner date reminders for this weekend,Get Reminder.
8681,reminder sat at 8am to drop off flyers for the youth yard sale next week,Create Reminder.
8682,Move the the time up 2 hours on the work reminder,Update Reminder Date Time.
8683,When's my next reminder?,Get Reminder Date Time.
8684,When is my reminder for Lamaze class,Get Reminder Date Time.
8685,Show reminders involving entertainment,Get Reminder.
8686,"The pageant dress was finished early, cancel the reminder to pick it up Friday",Delete Reminder.
8687,How does the reminder notification sound when it plays out loud,Help Reminder.
8688,"Instead of Monday, change the date of the reminder for Wednesday.",Update Reminder Date Time.
8689,Please remove the reminder to feed the fish every day.,Delete Reminder.
8690,Remind me to do chores.,Create Reminder.
8691,did I set a reminder for the dentist next week,Get Reminder.
8692,Delete the reminder to pick up my prescription today,Delete Reminder.
8693,What are my reminders tonight?,Get Reminder.
8694,Set up a reminder for the ingredients I need to buy for my dinner this coming Saturday,Create Reminder.
8695,remove the mortgage payment reminder,Delete Reminder.
8696,"Each morning at 8am, remind me to check the traffic conditions on my commute.",Create Reminder.
8697,Please add a reminder for the next three months to make band fee payments starting in Sept the first,Create Reminder.
8698,Set up a reminder for my sister to visit Adam at 5 pm tomorrow.,Create Reminder.
8699,What reminders do I have this month?,Get Reminder.
8700,add milk to my grocery reminder,Update Reminder Todo.
8701,Set a reminder for this Sunday to log online and reserve airline tickets for Dave's wedding,Create Reminder.
8702,Show me all reminders for refilling prescriptions.,Get Reminder.
8703,change the electric bill reminder from the 1st of the month to the 15th of the month,Update Reminder Date Time.
8704,change all my work reminders to cancelled,Delete Reminder.
8705,Switch reminder to 10am.,Update Reminder Date Time.
8706,Change the reminder that the dog's grooming appointment is on Saturday and not Friday.,Update Reminder Date Time.
8707,Delete my reminder to wake up at 6 am.,Delete Reminder.
8708,Alert me on Monday night to attend Adoration on Tuesday morning.,Create Reminder.
8709,Please read the reminder about my doctors appointment next week.,Get Reminder.
8710,do i have any reminders about the baby shower,Get Reminder.
8711,Set reminder for three weeks from now to collect the rent from all tenants.,Create Reminder.
8712,Are there any dinner reminders for next Thursday?,Get Reminder.
8713,i dont want to miss paige's concert can you alert me an hour before,Create Reminder.
8714,add additional reminder for sue's retirement party on tuesday at 10 am,Create Reminder.
8715,Create a reminder for my mom's operation day,Create Reminder.
8716,create a reminder to meet John at 2 today.,Create Reminder.
8717,Can you make another alert for my exam on Tuesday?,Create Reminder.
8718,Change the reminder to send a Best of Luck email to Vrinda from the 20th to the 24th.,Update Reminder Date Time.
8719,remind me 1 day before up to 1 hour before fundraiser event begins,Create Reminder.
8720,Are there any alerts for Belle today?,Get Reminder.
8721,Show all of Marisa's reminders.,Get Reminder.
8722,alert me to use my groupon before it expires on 8/31/,Create Reminder.
8723,what's my dinner reminder on Friday?,Get Reminder.
8724,Create a reminder for shopping with Sandy on Sunday morning.,Create Reminder.
8725,set reminder to pick up donuts,Create Reminder.
8726,Help me set an appointment reminder for my interview at 2pm,Help Reminder.
8727,Please create a reminder for my son's upcoming marching band parade.,Create Reminder.
8728,show me all doctor appointments reminders,Get Reminder.
8729,what are my family reminders,Get Reminder.
8730,please tell me my reminders,Get Reminder.
8731,Tell the reminder when to change the air-filter for the apartment.,Get Reminder Date Time.
8732,"Update my morning alarm reminder to 6:30am, instead of 7:30am starting tomorrow.",Update Reminder Date Time.
8733,Create a reminder today to leave work 50 minutes before 7 pm,Create Reminder.
8734,The reminder for Aunt Nancy's surprise party should be changed to Sunday instead of Friday.,Update Reminder Date Time.
8735,update my dinner reminder for tonight to 7pm,Update Reminder Date Time.
8736,List my reminders for when I have to send in tax payments to the State and to the Feds and the amounts due each time.,Get Reminder Date Time.
8737,delete reminder to pick up dry cleaning friday,Delete Reminder.
8738,Get rid of the reminders about our meeting with George next week,Delete Reminder.
8739,Remove all my reminders for dental appointments,Delete Reminder.
8740,do i have any reminders to work n my taxes?,Get Reminder.
8741,Create a yearly reminder to renew my membership to the wine club.,Create Reminder.
8742,Set up a reminder for the Little Miss Benson pageant on Sept 7 for a week ahead of time.,Create Reminder.
8743,Add Liz to the birthday reminder list for Sarah's surprise party,Update Reminder.
8744,set daily reminder to feed the fish in the evening,Create Reminder.
8745,Switch my reminder about the washing from today to tomorrow.,Update Reminder Date Time.
8746,Did I set a reminder for September 15th?,Get Reminder.
8747,Change my reminder alert for mail to 3 pm.,Update Reminder Date Time.
8748,Set an alert for Sat morning at 9 o'clock to remind me to pick up my dry cleaning.,Create Reminder.
8749,delete reminder to pay gas bill,Delete Reminder.
8750,Show the weekly reminders.,Get Reminder.
8751,remind jerry about his grandmother's birthday next week,Create Reminder.
8752,Remind me Wednesday to check my email for my schedule,Create Reminder.
8753,what time is my next reminder?,Get Reminder Date Time.
8754,Can you remind me to buy a gift for Alice?,Create Reminder.
8755,Vacation reminders next month.,Get Reminder.
8756,set a reminder for dinner next Friday at 8,Create Reminder.
8757,Delete the reminder for making cookies for the bake sale next Saturday.,Delete Reminder.
8758,Move my PTO reminder to next Tuesday.,Update Reminder Date Time.
8759,Add to my dinner reminder an alert to take my pills,Update Reminder Todo.
8760,Can you remind me to go out to dinner Saturday night?,Create Reminder.
8761,When is my reminder to feed my cat set for again?,Get Reminder Date Time.
8762,can you find the reminder for the family photo date and time,Get Reminder Date Time.
8763,Change the reminder to file my sales tax return to September 30th,Update Reminder Date Time.
8764,Remove all reminders for this week,Delete Reminder.
8765,delete the 5pm reminder,Delete Reminder.
8766,Remind me to buy Veronica flowers and have them sent to the hospital.,Create Reminder.
8767,Please remind me to talk to neighbor about the lights,Create Reminder.
8768,Get rid of all reminders.,Delete Reminder.
8769,Remind me to pick up shipping boxes after work tomorrow,Create Reminder.
8770,Remind me tomorrow afternoon at 2:00 instead of 4:00 to pick out Dingo's baby gift.,Update Reminder Date Time.
8771,remind me about my surgical consult on tuesday instead of monday,Update Reminder Date Time.
8772,Update Friday's group reminder to say BYOB,Update Reminder Todo.
8773,Set up a reminder to pick James up after baseball practice at 4pm on Tuesday.,Create Reminder.
8774,change reminder for lauren's pasta party from saturday to wednesday,Update Reminder Date Time.
8775,"Delete reminders for next Sunday, I am taking the day off.",Delete Reminder.
8776,remind me about all medical appointments this month,Create Reminder.
8777,"I dont want to miss my meeting in the morning, can you alert me 30 minutes before please",Create Reminder.
8778,Move all reminders about study group from Saturday morning to Sunday afternoon,Update Reminder Date Time.
8779,Create a reminder for my golfing group to get together this upcoming Sunday afternoon,Create Reminder.
8780,Show me family reminders from last week.,Get Reminder.
8781,Change the reminder to email my landlord to monthly instead of weekly.,Update Reminder.
8782,tell me what time is my reminder set for my date on friday,Get Reminder Date Time.
8783,edit my this is us alert to 7pm,Update Reminder Date Time.
8784,Add new shirt to apparel reminder,Update Reminder Todo.
8785,Remind me of my copay for my dentist Dr. Burke,Create Reminder.
8786,Remind me to wash diapers every Saturday.,Create Reminder.
8787,change my smoke detector  battery alerts to April 15 10 am and October 15 at 10 am,Update Reminder Date Time.
8788,Remove reminder for Cara's birthday party,Delete Reminder.
8789,Help remind me to get a cake on Saturday.,Create Reminder.
8790,Please add Cecilia to my doctor's appointment reminder.,Update Reminder.
8791,Change Jeremy's arrival time alert to 7 pm.,Update Reminder Date Time.
8792,Change my final reminder to 2 pm,Update Reminder Date Time.
8793,Remind the team about the group meeting at 4 pm on Sunday after the game.,Create Reminder.
8794,Delete climbing club reminders for this week.,Delete Reminder.
8795,move 10am meeting reminder to 11am. s,Update Reminder Date Time.
8796,Remove the reminder for the Literacy dinner on the 15th of November at 5 pm.,Delete Reminder.
8797,Can you move my 1 pm reminder 30 mins later,Update Reminder Date Time.
8798,find me all of my reminders from the past week.,Get Reminder.
8799,Pull up reminders of this weeks shopping lists,Get Reminder.
8800,create reminder to work out each morning,Create Reminder.
8801,Delete reminder of my boss's vacation for next week,Delete Reminder.
8802,Pull up all reminders for the school PTO,Get Reminder.
8803,Delete all reminders for my nail appointments next month.,Delete Reminder.
8804,Please delete all reminders related to cutting Mom's lawn.,Delete Reminder.
8805,show me all of my reminders about my cat.,Get Reminder.
8806,change medication reminder,Update Reminder.
8807,Can you find the reminder for Josh's party next week?,Get Reminder.
8808,"cancel all my old work reminders, i got a new job",Delete Reminder.
8809,Move my reminder for my cousin's birthday party to next weekend.,Update Reminder Date Time.
8810,show me all dance reminders for next week,Get Reminder.
8811,Send a reminder to Stewart to play soccer on Saturday at 9am.,Create Reminder.
8812,Remind me to go visit my mom,Create Reminder.
8813,Remove daily alert on my reminder   for a wake up call at 630 am until end of this month,Delete Reminder.
8814,remind the jogging team to meep up tomorrow afternoon,Create Reminder.
8815,Remind me to take William to basketball practice at 7pm tomorrow.,Create Reminder.
8816,Remove my reminder to get sandwich lunch meat tomorrow,Delete Reminder.
8817,remind my husband about his haircut appointment,Create Reminder.
8818,Please change my reminder about brunch with my cousins to weekly.,Update Reminder.
8819,Set up a reminder for next Monday to finish my homework.,Create Reminder.
8820,What time did I set our corporate dinner reminder for next month?,Get Reminder Date Time.
8821,Remind mom that we have dinner plans for Friday at 6pm.,Create Reminder.
8822,remind me to send out my tax return before wednesday,Create Reminder.
8823,Remind me later tonight about picking up rent money.,Create Reminder.
8824,Can you remind me about work tomorrow,Create Reminder.
8825,Is there a reminder for the football game in November?,Get Reminder.
8826,set up a reminder to pay the gas bill on the first of every month,Create Reminder.
8827,Erase all reminders to text Nina.,Delete Reminder.
8828,Remind the group about the team meeting at 5 pm.,Create Reminder.
8829,Please remind me what time the ferry leaves dock today and remind me in 30 minutes too,Create Reminder.
8830,Change the meeting time reminder from 2 PM to 4 PM.,Update Reminder Date Time.
8831,Change the alert time reminder for work from 4 am to 5 am,Update Reminder Date Time.
8832,What reminders do I have shared with Chris?,Get Reminder.
8833,delete my reminder for a facial next monday,Delete Reminder.
8834,What park was the picnic reminder for?,Get Reminder Location.
8835,Remove my recurring reminders to pay the car note,Delete Reminder.
8836,Retrieve family birthday party reminders for the entire year.,Get Reminder.
8837,"Can you please cancel the reminder for this Sunday for lunch, as my friend has to go outstation urgently?",Delete Reminder.
8838,can you tell me all of my party reminders for friday,Get Reminder.
8839,set up reminder for oil change next week,Create Reminder.
8840,Can you remind my girlfriend to take the dog out.,Create Reminder.
8841,Can you remind me that I have to work on Saturday between 4 AM and 12 PM?,Create Reminder.
8842,Remind me to turn of the power before I begin my work,Create Reminder.
8843,What reminders do I have set up for next week Thursday morning?,Get Reminder.
8844,i need a list of dinner reminders,Get Reminder.
8845,Change my Emory Physiotherapy reminder time from 12 PM to 3 PM on Friday.,Update Reminder Date Time.
8846,Show my reminders  for saturday?,Get Reminder.
8847,change my baseball reminder on tuesday,Update Reminder.
8848,Change daily meditation reminder from morning to night time,Update Reminder Date Time.
8849,ajust reminder to go food shopping from monday morning to monday night.,Update Reminder Date Time.
8850,Remind me that I need more time,Create Reminder.
8851,update the time for my meeting reminder from 8 to 9 am tomorrow,Update Reminder Date Time.
8852,Can you remind me that I have an assignment due tomorrow at noon.,Create Reminder.
8853,Remind me to brush the dogs tomorrow.,Create Reminder.
8854,do i have a shopping reminder,Get Reminder.
8855,What reminders do I have for HOA meetings?,Get Reminder.
8856,Cancel reminder about setting up a neurologist appointment.,Delete Reminder.
8857,Tell me my art class reminders for October.,Get Reminder.
8858,Please display our reminders for Sunday School.,Get Reminder.
8859,List all of my grocery store reminders for this coming week.,Get Reminder.
8860,I'll need a reminder to have the yard aerated and reseeded by the middle of September each year.,Create Reminder.
8861,When is my reminder to pay bills?,Get Reminder Date Time.
8862,Take the brunch reminder off my calendar for Sunday,Delete Reminder.
8863,Do we have any pet vet visit reminders this week?,Get Reminder.
8864,I have a reminder for 4:30 pick up drumline for performance switch that to pick up time 5:00,Update Reminder Date Time.
8865,Remind me to pick up Aleah from band practice at 3 PM; alert me 20 minutes before.,Create Reminder.
8866,Remind me to go to the dentist on September 15 instead of the first.,Update Reminder Date Time.
8867,Add another weekly reminder for doing the wash.,Create Reminder.
8868,The last day of work reminder needs to be changed to next month instead of tomorrow.,Update Reminder Date Time.
8869,Remind me to take Cory to practice at 10am and to pick him up at 1pm.,Create Reminder.
8870,When is the reminder to mail the package to my parents,Get Reminder Date Time.
8871,please remove all weekly reminder of changing water,Delete Reminder.
8872,Add sweeping the stairs to my chores reminder for Wednesday.,Update Reminder Todo.
8873,Remind me to mail my parking ticket payment Friday instead of Monday,Update Reminder Date Time.
8874,Show me my latest reminder about the show I wanted to see next week,Get Reminder.
8875,show reminders with the name Kris in them,Get Reminder.
8876,Remind the running club to dress for the weather on Saturday.,Create Reminder.
8877,Please set a reminder for a manicure on Thursday at 5.,Create Reminder.
8878,Remind me to ask for help with the team meal.,Create Reminder.
8879,Please list all the reminders I have for Christmas,Get Reminder.
8880,Show all reminders for Jennifer's homecoming.,Get Reminder.
8881,Show all reminders for tomorrow.,Get Reminder.
8882,Remind me to mail my tax return no later at 5pm on Fridayq,Create Reminder.
8883,tell me any reminders i have set with Pete for the next month,Get Reminder.
8884,do I have any past reminders about the water filter cartridge,Get Reminder.
8885,Remind me deliveries are to be here Wednesday,Create Reminder.
8886,I want to cancel all the reminders and events for this weekend,Delete Reminder.
8887,Tell me what my next reminder is,Get Reminder.
8888,can i see all the reminders i currently have set,Get Reminder.
8889,Shift all reminders today to be 2 hours later,Update Reminder Date Time.
8890,Set up a reminder next week for me to get bloodwork done.,Create Reminder.
8891,remind me of dave's birthday on july 5th.,Create Reminder.
8892,When is the reminder to go with my sister Charlene for her wedding dress rehearsal?,Get Reminder Date Time.
8893,Alert me an hour before the conference call begins this afternoon.,Create Reminder.
8894,Set up a weekly reminder for us to order pizza every Sunday evening.,Create Reminder.
8895,Set up reminders for me to practice voice at least a half hour daily.,Create Reminder.
8896,Could you remove the reminder to get the oil changed this weekend?,Delete Reminder.
8897,delete the weekly reminder for watering the lawn on Tuesdays,Delete Reminder.
8898,update my meeting reminder to next thursday,Update Reminder Date Time.
8899,Show me all the event reminders.,Get Reminder.
8900,do I have any reminders to get hay in the next week,Get Reminder.
8901,Set up a reminder for the baby shower for Elizabeth on October 2nd at 3pm.,Create Reminder.
8902,Change the reminder to pay bills to be twice a week.,Update Reminder.
8903,Please modify the reminder of doctor's appointment today to 10:00 am,Update Reminder Date Time.
8904,i need to know all the reminders i have set for the weekend,Get Reminder.
8905,Get rid of reminder for my dinner date with Jennifer at 7pm tomorrow.,Delete Reminder.
8906,remind me to send a copy of that report to Micah,Create Reminder.
8907,Give me all of my reminders that are scheduled for after 5pm in the next two weeks,Get Reminder.
8908,Were there any more reminders today regarding buying food?,Get Reminder.
8909,Add eggs and butter to my grocery reminder list.,Update Reminder Todo.
8910,All of my nascar group reminders should be moved to friday,Update Reminder Date Time.
8911,Remind mom to go to her doctors appointment at 9 am tomorrow.,Create Reminder.
8912,Remind me to send a postcard to my niece next Friday,Create Reminder.
