,utterance,intent,label
3348,what flights are there from indianapolis to orlando,Flight.,0
3349,please list all flights between indianapolis and orlando on the twenty seventh of december,Flight.,0
3350,i live in montreal and i want to travel to chicago then indianapolis and then return home,Flight.,0
3351,show me flights from washington dc to san francisco with a stopover in denver,Flight.,0
3352,i would like to book a flight on us air first class from cleveland to miami on february twenty second,Flight.,0
3353,show me the flights from philadelphia to dallas,Flight.,0
3354,what flights from st. paul to kansas city on friday with a meal,Flight.,0
3355,can you list the earliest flights from oakland to salt lake city on thursday,Flight.,0
3356,show me the flights from boston to philadelphia,Flight.,0
3357,tell me about flights from st. petersburg arriving in toronto before noon,Flight.,0
3358,show all tuesday morning flights from pittsburgh to denver,Flight.,0
3359,show me all flights from charlotte to philadelphia,Flight.,0
3360,from seattle to salt lake city,Flight.,0
3361,please show me the philadelphia to denver saturday flights again,Flight.,0
3362,show me all flights from boston to denver which arrive before noon on wednesday,Flight.,0
3363,what are connecting flights from chicago into seattle on june fifth,Flight.,0
3364,i 'd like information on boston to washington,Flight.,0
3365,i would like to book on delta airlines their earliest possible flight from washington dc to san francisco,Flight.,0
3366,i need a flight from new york to san francisco,Flight.,0
3367,i 'd like to go to boston from denver and i 'd like to get there,Flight.,0
3368,what is the least expensive flight from baltimore to san francisco,Flight.,0
3369,in pittsburgh i 'd like to rent a car,Ground Service.,4
3370,show me all the flights from indianapolis to san diego on us air,Flight.,0
3371,show me all flights from san diego to los angeles,Flight.,0
3372,show me all the flights that arrive in baltimore from anywhere between 1850 and midnight,Flight.,0
3373,list the flights from philadelphia to dallas on american airlines,Flight.,0
3374,what is the latest flight from salt lake city to phoenix,Flight.,0
3375,show me the most expensive fare,Airfare.,2
3376,are there any early flights from atlanta to washington on thursday mornings,Flight.,0
3377,show me the most expensive fare,Airfare.,2
3378,i need a flight to seattle leaving from baltimore making a stop in minneapolis,Flight.,0
3379,what does us mean,Abbreviation.,8
3380,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,Flight.,0
3381,what are all flights from pittsburgh to boston on wednesdays,Flight.,0
3382,what kind of airplane is flight ua 270 from denver to philadelphia,Aircraft.,3
3383,information on flights from philadelphia to san francisco,Flight.,0
3384,show me the evening flights from atlanta to boston,Flight.,0
3385,show any flights leaving san francisco on sunday and arriving in pittsburgh,Flight.,0
3386,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first,Airfare.,2
3387,shortest flight from boston to philadelphia,Flight.,0
3388,okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock,Flight.,0
3389,i 'd like to find the cheapest fare from atlanta to dallas,Airfare.,2
3390,list the earliest flight from st. paul to san jose,Flight.,0
3391,can you list all flights that depart from orlando to kansas city,Flight.,0
3392,i 'd like to arrange a flight from pittsburgh to atlanta,Flight.,0
3393,give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,Flight.,0
3394,show me the airlines that fly from toronto to san francisco,Airline.,6
3395,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,Flight.,0
3396,please list flights between san francisco and denver,Flight.,0
3397,what flights are there from minneapolis to newark on continental,Flight.,0
3398,list flights from san francisco to denver on friday,Flight.,0
3399,is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991,Flight.,0
3400,tell me about ground transportation between orlando international and orlando,Ground Service.,4
3401,what flights are there from charlotte to baltimore,Flight.,0
3402,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,Flight.,0
3403,i need to go from boston to atlanta in the same day find me the earliest flight from boston,Flight.,0
3404,which airlines go from san francisco to washington by way of indianapolis,Airline.,6
3405,american airlines leaving phoenix,Flight.,0
3406,i am also interested in a flight that runs from st. louis to las vegas,Flight.,0
3407,list all nonstop flights on wednesday from baltimore to newark before noon,Flight.,0
3408,what are the flights from kansas city to burbank on saturday may twenty two on southwest,Flight.,0
3409,show me fares from miami to new york,Airfare.,2
3410,what flights from las vegas to san diego,Flight.,0
3411,what is fare code h,Abbreviation.,8
3412,show me flights from baltimore to philadelphia arriving after 2100,Flight.,0
3413,do you have a flight from san francisco to atlanta around 8 am,Flight.,0
3414,do you have an american airlines flight from denver to san francisco in the early morning,Flight.,0
3415,show flights from pittsburgh into san francisco,Flight.,0
3416,what flights from chicago to kansas city in the morning,Flight.,0
3417,requesting flight information from boston to denver on wednesday,Flight.,0
3418,what are the flights from denver to baltimore on august tenth,Flight.,0
3419,list all american airlines flight from milwaukee to phoenix on sunday,Flight.,0
3420,show me the flights from cincinnati to denver,Flight.,0
3421,could you tell me what the abbreviation us stands for,Abbreviation.,8
3422,is ground transportation available in philadelphia,Ground Service.,4
3423,find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver,Flight.,0
3424,list all flights from denver to philadelphia,Flight.,0
3425,what 's the lowest round trip fare from dallas to baltimore,Airfare.,2
3426,show me the airlines for flights to or from love field,Airline.,6
3427,american airlines from phoenix to denver,Flight.,0
3428,hello i would like to plan a flight from boston to denver,Flight.,0
3429,all flights to baltimore after 6 pm,Flight.,0
3430,what is fare code f,Abbreviation.,8
3431,what flights from boston to pittsburgh after 723 pm,Flight.,0
3432,how many flights does continental airlines have with a class of service code f,Quantity.,10
3433,i 'd like information on flights between philadelphia and san francisco with a stop in dallas,Flight.,0
3434,show me the flights,Flight.,0
3435,show me the qx fare flights between atlanta and oakland on delta airlines,Flight.,0
3436,what ground transportation is available in san francisco,Ground Service.,4
3437,show me the flights out of love field,Flight.,0
3438,i 'd like an early flight tomorrow from columbus to nashville,Flight.,0
3439,what ground transportation is there in atlanta,Ground Service.,4
3440,is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon,Flight.,0
3441,show me the cheapest fare in the database,Cheapest.,20
3442,show me the flights from tacoma to miami after 6 pm,Flight.,0
3443,please give me the cheapest flight from denver to pittsburgh,Flight.,0
3444,give me a flight from baltimore to newark that arrives as early as possible,Flight.,0
3445,what 's the lowest round trip fare from denver to atlanta,Airfare.,2
3446,how many cities are served by twa with first class flights,Quantity.,10
3447,what is the cheapest one way fare from denver to pittsburgh,Airfare.,2
3448,show me all the flights from philadelphia to san francisco,Flight.,0
3449,show me us air flights from pittsburgh to san francisco first class on monday,Flight.,0
3450,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,Flight.,0
3451,can you give me the latest flight from atlanta to denver on july seventh,Flight.,0
3452,information on ground transportation from airport to downtown boston,Ground Service.,4
3453,what is the earliest flight from atlanta to boston,Flight.,0
3454,on april fifteenth i would like an early morning flight from boston to atlanta,Flight.,0
3455,how do i get downtown from the toronto airport,Ground Service.,4
3456,what is delta 's schedule of morning flights to atlanta,Flight Time.,1
3457,what 's the lowest round trip fare from denver to pittsburgh,Airfare.,2
3458,list all flights on continental leaving denver on monday,Flight.,0
3459,what is the earliest flight leaving boston and arriving in atlanta on november seventh,Flight.,0
3460,one way flights from ontario to tacoma leaving before 10 am on any day and first class,Flight.,0
3461,northwest flights with stops in denver,Flight.,0
3462,show me the flights from washington dc to san francisco with a stopover in denver,Flight.,0
3463,i 'm flying from boston to dallas,Flight.,0
3464,which airline has more business class flights than any other airline,Airline.,6
3465,i want to leave chicago next tuesday and arrive in detroit around 6 pm,Flight.,0
3466,which airlines have connections between pittsburgh and baltimore,Airline.,6
3467,i 'd like to leave from boston on tuesday and i 'd like to leave sometime in the morning,Flight.,0
3468,does american airlines flight from long beach to st. louis stopping in dallas serve lunch,Flight.,0
3469,of the flights available from dallas to baltimore on august third which airline has the least expensive flight,Flight.,0
3470,thanks and what 's the last flight back from washington to boston,Flight.,0
3471,which delta flights fly from boston to philadelphia,Flight.,0
3472,show me the flights from boston to oakland,Flight.,0
3473,bring up flights from milwaukee to orlando on wednesday night or thursday morning,Flight.,0
3474,flight from long beach to columbus on twenty seventh,Flight.,0
3475,what flights leave seattle on sunday on continental,Flight.,0
3476,what flights go from san francisco to boston and leave after 1 o'clock,Flight.,0
3477,show me the flights from denver to philadelphia,Flight.,0
3478,show morning flights from philadelphia to dallas,Flight.,0
3479,show me the ground transportation schedule in philadelphia in the morning on wednesday,Ground Service.,4
3480,what flights depart baltimore and arrive by 8 pm friday in san francisco,Flight.,0
3481,all the flights from baltimore to san francisco,Flight.,0
3482,show me all flights from san francisco to boston on november tenth,Flight.,0
3483,what time zone is denver in,City.,11
3484,what does us mean,Abbreviation.,8
3485,show me all flights from milwaukee to orlando,Flight.,0
3486,american flights to houston from cincinnati,Flight.,0
3487,how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,Flight.,0
3488,are there any flights from denver to pittsburgh connecting in atlanta,Flight.,0
3489,all do you have a flight from washington to boston that stops in philadelphia,Flight.,0
3490,show me the flights on sunday from tampa to charlotte,Flight.,0
3491,what flights has continental from atlanta,Flight.,0
3492,is there an american airlines flight in the evening from dallas to san francisco,Flight.,0
3493,what is american 's schedule of morning flights to atlanta,Flight Time.,1
3494,what is yyz,Abbreviation.,8
3495,show me all flights that depart from san francisco and go to either boston philadelphia or baltimore,Flight.,0
3496,list all daily flights between boston and oakland as well as boston and oakland using american airline,Flight.,0
3497,could you please give me the cost of a round trip flight from denver to pittsburgh,Airfare.,2
3498,show flights from pittsburgh to oakland connecting through denver,Flight.,0
3499,i like to see the information for flights from pittsburgh to san francisco leaving pittsburgh after 12 pm,Flight.,0
3500,list all the airlines that fly into general mitchell international,Airline.,6
3501,show me the cheapest one way fare from baltimore to dallas,Airfare.,2
3502,show me all nonstop flights from salt lake city to cincinnati,Flight.,0
3503,what afternoon flights are available from atlanta to san francisco,Flight.,0
3504,what airlines have business class service between boston and san francisco,Airline.,6
3505,what type of aircraft is used flying from atlanta to denver before 12 noon,Aircraft.,3
3506,show me oakland to dallas flights,Flight.,0
3507,how many first class flights does united have leaving from all cities today,Quantity.,10
3508,what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday,Flight.,0
3509,what are the nonstop flights from kansas city to burbank arriving on saturday may twenty two,Flight.,0
3510,what kind of airplanes are used by delta airlines flying between washington and denver,Aircraft.,3
3511,what is the earliest flight from boston to oakland that serves a meal,Flight.,0
3512,flight from denver to philadelphia saturday afternoon,Flight.,0
3513,show me all nonstop flights between denver and oakland leaving after noon and arriving after 5 pm,Flight.,0
3514,what type of ground transportation is available at philadelphia airport,Ground Service.,4
3515,tell me about flights from salt lake city to st. petersburg,Flight.,0
3516,fares and flights from denver to philadelphia,Airfare.,2
3517,i want a flight from cincinnati to burbank on american airlines and leave in the afternoon,Flight.,0
3518,okay could you get me a round trip ticket from indianapolis to kansas city,Airfare.,2
3519,can you show me the available flights from baltimore to dallas with economy fares,Flight.,0
3520,show me us air flights from san francisco to pittsburgh on tuesday,Flight.,0
3521,flights from indianapolis to seattle,Flight.,0
3522,list the flights from philadelphia to san francisco via dallas,Flight.,0
3523,i would like a flight from boston to denver on monday,Flight.,0
3524,what about a car rental in denver,Ground Service.,4
3525,do any us air flights leave from san francisco,Flight.,0
3526,please show me airlines with flights from denver to philadelphia,Airline.,6
3527,what flights leave from nashville to phoenix,Flight.,0
3528,i 'd like to fly from atlanta to denver on august twenty ninth,Flight.,0
3529,what ground transportation is there in denver,Ground Service.,4
3530,list all round trip fares from st. petersburg to washington,Airfare.,2
3531,how much is a first class ticket from washington to san francisco leaving on friday,Airfare.,2
3532,show me flights from pittsburgh to atlanta on monday afternoon,Flight.,0
3533,i would like to book a flight for may twenty sixth going from tampa to milwaukee a direct flight if possible,Flight.,0
3534,show me the flights from boston to san francisco stopping in dallas on american airlines,Flight.,0
3535,what is restriction ap 57,Abbreviation.,8
3536,i 'd like to know the information from boston to philadelphia nonstop,Flight.,0
3537,show me non first class flights from baltimore to dallas,Flight.,0
3538,can i get from dallas to san francisco leaving in the morning and arriving in the morning,Flight.,0
3539,show all wednesday morning flights from denver to boston,Flight.,0
3540,what flights are available friday afternoon from philadelphia to oakland california,Flight.,0
3541,all flights from san francisco to boston leaving before noon,Flight.,0
3542,flights from ontario to orlando,Flight.,0
3543,wednesday from baltimore to newark,Flight.,0
3544,round trip fare from baltimore to philadelphia less than 1000 dollars,Airfare.,2
3545,okay on monday may thirty first i 'd like to go from san diego to phoenix early in the morning,Flight.,0
3546,list all flights from denver to san francisco on wednesday afternoon,Flight.,0
3547,what is the cheapest flight from pittsburgh to atlanta,Flight.,0
3548,does northwest fly into denver,Flight.,0
3549,show flights from new york city to las vegas,Flight.,0
3550,i would like to fly from denver to boston on wednesday the twenty first,Flight.,0
3551,i 'd like to fly from boston to baltimore,Flight.,0
3552,oakland to san francisco please breakfast flight,Flight.,0
3553,show me all the flights from boston to denver that serve lunch,Flight.,0
3554,i want to go from boston to oakland,Flight.,0
3555,what is the cost of flights from denver to san francisco,Airfare.,2
3556,all flights from pittsburgh to philadelphia next tuesday arriving near 6 o'clock,Flight.,0
3557,hi i need to go from newark to nashville on american airlines leaving around 630 pm,Flight.,0
3558,show me the evening flights from atlanta to washington on wednesdays,Flight.,0
3559,show me nonstop flights from miami to new york with coach class fares,Flight.,0
3560,information of a flight from atlanta to pittsburgh,Flight.,0
3561,show me all flights from montreal to nashville,Flight.,0
3562,please give me flights available from baltimore to philadelphia,Flight.,0
3563,show me the flights from dallas to baltimore with a fare of 415 dollars,Flight.,0
3564,show me the flights from pittsburgh to philadelphia,Flight.,0
3565,i 'm requesting flight information on a flight from san francisco to pittsburgh on friday,Flight.,0
3566,delta flights from san francisco please,Flight.,0
3567,please list all delta flights from kansas city to salt lake city,Flight.,0
3568,what flights are available from dallas to atlanta with one way economy fares,Flight.,0
3569,how do i get from bwi to washington,Flight.,0
3570,i 'd like a list of all the flights from san francisco to pittsburgh on sunday please,Flight.,0
3571,is there a direct flight from denver to pittsburgh in the morning of august thirty first that is nonstop,Flight.,0
3572,i 'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,Airfare.,2
3573,show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,Flight.,0
3574,show flights from san francisco to denver on a thursday,Flight.,0
3575,please list the friday night flights from st. paul to kansas city,Flight.,0
3576,what are the flights from boston to baltimore,Flight.,0
3577,let 's see how much would a direct flight from atlanta to denver be on may seventh,Airfare.,2
3578,am flights from dallas to san francisco,Flight.,0
3579,show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening,Flight.,0
3580,list list flights between oakland and denver,Flight.,0
3581,what northwest flights leave denver before noon,Flight.,0
3582,which airlines fly from bwi to dallas fort worth,Airline.,6
3583,show me all the saturday flights from pittsburgh to baltimore,Flight.,0
3584,american airlines from denver to milwaukee,Flight.,0
3585,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,Flight.,0
3586,do you have an early morning direct flight from philadelphia to pittsburgh,Flight.,0
3587,flight from washington dc to salt lake city,Flight.,0
3588,what ground transportation is available in san francisco,Ground Service.,4
3589,i would like a flight from dallas to philadelphia,Flight.,0
3590,what are the flights from denver to oakland,Flight.,0
3591,what are the flights on tuesday october first from atlanta to baltimore,Flight.,0
3592,i 'd like to see flights from baltimore to atlanta that arrive before noon and i 'd like to see flights from denver to atlanta that arrive before noon,Flight.,0
3593,show me all the flights between philadelphia and denver,Flight.,0
3594,show me flights from boston to pittsburgh after 1700 hours on wednesday,Flight.,0
3595,show me round trip tickets from new york to miami,Airfare.,2
3596,what is the schedule of ground transportation from washington airport into downtown,Flight Time.,1
3597,i want to fly from philadelphia to dallas to san francisco on monday july eighth,Flight.,0
3598,list lowest cost flight from dallas to baltimore that serves a meal,Flight.,0
3599,show me all the flights between oakland and denver,Flight.,0
3600,show me flights between denver and baltimore,Flight.,0
3601,give me the round trip coach fare from baltimore to dallas,Airfare.,2
3602,show me the latest flight to love field,Flight.,0
3603,what flights are available between baltimore and boston on august twelfth,Flight.,0
3604,what is ewr,Abbreviation.,8
3605,show me all flights from san francisco to pittsburgh on friday,Flight.,0
3606,what are the flights from tacoma to san jose on wednesday the nineteenth,Flight.,0
3607,and i 'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,Ground Service.,4
3608,explain restriction ap 57,Abbreviation.,8
3609,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night,Flight No.,12
3610,i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver,Flight.,0
3611,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,Airfare.,2
3612,please list the flights from washington dc to atlanta,Flight.,0
3613,find travel arrangements for a round trip flight from dallas to pittsburgh,Flight.,0
3614,list flights from montreal to washington with the lowest one way fares that leaves on saturday,Flight.,0
3615,what are the prices of the flights from atlanta to dallas in the morning,Airfare.,2
3616,i 'd like information on all the flights from san francisco to pittsburgh on tuesday,Flight.,0
3617,can you tell me about ground transportation between the dallas airport and downtown dallas,Ground Service.,4
3618,i 'd like to go from st. paul to kansas city on friday with a meal,Flight.,0
3619,show me city served both by nationair and canadian airlines international,City.,11
3620,how many flights does eastern airlines have from boston to atlanta,Quantity.,10
3621,what airport is at tampa,Airport.,5
3622,what does it cost to fly from boston to san francisco on united airlines flight 21,Airfare.,2
3623,i want a flight from san diego to indianapolis that leaves tuesday afternoon,Flight.,0
3624,morning flights from pittsburgh to atlanta on wednesday,Flight.,0
3625,what flights leave from chicago to seattle on saturday,Flight.,0
3626,list all flights going from boston to atlanta before 5 o'clock am on thursday,Flight.,0
3627,how much is a first class round trip from atlanta to san francisco,Airfare.,2
3628,i want to go from boston to atlanta on monday,Flight.,0
3629,what about flights from boston to san diego,Flight.,0
3630,show me the flights from atlanta to baltimore,Flight.,0
3631,what 's the cheapest one way flight from oakland to washington dc,Flight.,0
3632,show me the flights from love field,Flight.,0
3633,i need a nonstop flight from san diego to phoenix,Flight.,0
3634,what flights are there from atlanta to oakland on thursday,Flight.,0
3635,what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday,Flight.,0
3636,i would like to book a flight from chicago into seattle on june first on continental airlines,Flight.,0
3637,what flights from las vegas to montreal on saturday,Flight.,0
3638,list all flights on continental from denver to chicago on sunday which depart after 934 pm,Flight.,0
3639,what flights leave atlanta at about 3 in the afternoon and arrive in san francisco,Flight.,0
3640,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,Flight.,0
3641,is there ground transportation from the atlanta airport to downtown atlanta,Ground Service.,4
3642,i am interested in booking an early morning flight from dallas into houston and returning in the late evening,Flight.,0
3643,please give me fares from denver to philadelphia,Airfare.,2
3644,i need the flights that leave denver after 7 pm next monday and fly to pittsburgh,Flight.,0
3645,list all flights arriving at general mitchell international,Flight.,0
3646,information on ground transportation in denver,Ground Service.,4
3647,how many flights come from denver to baltimore on july nineteenth,Quantity.,10
3648,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,Flight.,0
3649,pittsburgh to atlanta wednesday,Flight.,0
3650,us air 269 leaving boston at 428 what is the arrival time in baltimore,Flight.,0
3651,what airline is dl 98,Airline.,6
3652,what does the fare code f and fn mean,Abbreviation.,8
3653,flight from boston to baltimore,Flight.,0
3654,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday,Flight+airfare.,14
3655,which airlines fly from boston to san francisco,Airline.,6
3656,do you have a flight from charlotte to atlanta next tuesday,Flight.,0
3657,show me all the flights arriving around noon in washington dc from denver,Flight.,0
3658,i need to take ten people from phoenix to san diego please give me the flights during week days,Flight.,0
3659,please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,Flight.,0
3660,show flights from new york city to las vegas,Flight.,0
3661,which united airlines flights go through denver,Flight.,0
3662,what ground transportation is available into washington,Ground Service.,4
3663,what cities are served by canadian airlines international,City.,11
3664,what round trip flights between atlanta and denver qualify for fare code qx,Flight.,0
3665,what nonstop flights between atlanta and washington leave atlanta after 6 o'clock pm,Flight.,0
3666,all flights pittsburgh to baltimore on thursday arrival by 10 am,Flight.,0
3667,i want to arrive in detroit around 6 pm and i 'm leaving from chicago,Flight.,0
3668,what is the fare on november seventh going one way from dallas to san francisco,Airfare.,2
3669,which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338,Flight No.,12
3670,list all round trip fares from pittsburgh to washington dc,Airfare.,2
3671,please show me flights from dallas to denver,Flight.,0
3672,what ground transportation is there in atlanta,Ground Service.,4
3673,show the flights from san francisco to pittsburgh,Flight.,0
3674,is there a flight between oakland and boston with a stopover in dallas fort worth on twa,Flight.,0
3675,is there ground transportation from the pittsburgh airport to downtown pittsburgh,Ground Service.,4
3676,is there a flight around 3 pm from charlotte to minneapolis,Flight.,0
3677,what is the first flight that goes from atlanta to baltimore that serves breakfast,Flight.,0
3678,what is the latest flight from boston to denver that serves a meal,Flight.,0
3679,flights from jfk or la guardia to cleveland,Flight.,0
3680,what does code y mean,Abbreviation.,8
3681,does flight ua 270 from denver to philadelphia have a meal,Flight.,0
3682,list flights from atlanta to boston on wednesday afternoon,Flight.,0
3683,flight information on january twenty third 1992 from denver to san francisco,Flight.,0
3684,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,Flight.,0
3685,i need information for flights leaving baltimore and arriving in atlanta,Flight.,0
3686,show all flights philadelphia to dallas,Flight.,0
3687,what does fare code m mean,Abbreviation.,8
3688,what is the lowest fare from denver to pittsburgh,Airfare.,2
3689,round trip flights from salt lake city to cincinnati nonstop flights if possible,Flight.,0
3690,i 'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,Flight.,0
3691,what time does twa depart from boston to go to san francisco,Flight Time.,1
3692,give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa,Flight.,0
3693,what is the abbreviation d10,Abbreviation.,8
3694,newark to cleveland,Flight.,0
3695,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday,Flight.,0
3696,list the flights from dallas to san francisco on american airlines,Flight.,0
3697,what time does the earliest flight which goes from atlanta to denver leave,Flight Time.,1
3698,list types of aircraft that fly between boston and san francisco,Aircraft.,3
3699,show me the flights from boston to fort worth on the morning of july tenth 1991,Flight.,0
3700,i 'd like the cheapest one way fare from boston to san francisco,Airfare.,2
3701,show me all flights which leave pittsburgh tomorrow and arrive in baltimore after 5 o'clock pm,Flight.,0
3702,what is the ground transportation available in the city of philadelphia,Ground Service.,4
3703,i would like to make a one way flight from boston to atlanta,Flight.,0
3704,do you have any flights united airlines from dallas to san francisco,Flight.,0
3705,what is ua,Abbreviation.,8
3706,i would like to arrange a flight from denver to pittsburgh,Flight.,0
3707,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,Airline.,6
3708,how much does it cost to fly from boston to baltimore on a saturday,Airfare.,2
3709,on monday i 'd like to travel from las vegas to detroit michigan,Flight.,0
3710,show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening,Flight.,0
3711,boston to denver monday,Flight.,0
3712,tell me about twa flight 539,Flight.,0
3713,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh,Aircraft.,3
3714,i need a flight from denver to philadelphia,Flight.,0
3715,what is the price of a one way fare from boston to denver on continental airlines,Airfare.,2
3716,what are the flights and prices from la to charlotte for monday morning,Flight.,0
3717,show me the flights from boston to pittsburgh leaving wednesdays and thursdays,Flight.,0
3718,show fares and flights from denver to oakland,Airfare.,2
3719,can you tell me the latest evening flight from atlanta to denver on july seventh,Flight.,0
3720,tell me about ground transportation at san francisco,Ground Service.,4
3721,i would like to know the flights from denver to pittsburgh leaving on monday,Flight.,0
3722,list flights between denver and pittsburgh,Flight.,0
3723,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,Flight.,0
3724,show me evening flights to baltimore,Flight.,0
3725,what flights from chicago to kansas city,Flight.,0
3726,i 'd like to fly from denver to pittsburgh with a stop in atlanta,Flight.,0
3727,what are the afternoon flights from atlanta to baltimore,Flight.,0
3728,show me flights from san francisco to denver on weekdays,Flight.,0
3729,show me the flights from dallas to baltimore in first class,Flight.,0
3730,does delta fly from atlanta to san francisco,Flight.,0
3731,show me the ground transportation at denver,Ground Service.,4
3732,show me the list of us air flights between boston and dc,Flight.,0
3733,display all fare codes,Airfare.,2
3734,what flights stop in atlanta before noon,Flight.,0
3735,cheapest flight from memphis to miami,Flight.,0
3736,show me all flights from denver to baltimore,Flight.,0
3737,give me the cheapest round trip flight from dallas to baltimore,Flight.,0
3738,what are the different classes that an airline offers,Flight.,0
3739,i 'd like to see all the flights with their fares from denver to atlanta,Flight.,0
3740,does eastern airlines fly between boston and washington,Flight.,0
3741,show me flights from philadelphia to san francisco on wednesdays,Flight.,0
3742,i 'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,Flight.,0
3743,what kind of ground transportation is available in atlanta,Ground Service.,4
3744,show me flights from boston to philadelphia on a monday,Flight.,0
3745,what is the cheapest one way fare from boston to washington,Airfare.,2
3746,flights and fares from denver to oakland,Flight+airfare.,14
3747,find me the cheapest flight from boston to washington,Flight.,0
3748,what are the classes of service on twa,Flight.,0
3749,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,Aircraft.,3
3750,fine can you give me information on ground transportation in washington dc to downtown,Ground Service.,4
3751,is there a nonstop flight from denver to san francisco,Flight.,0
3752,i want a direct flight from oakland to boston that leaves on a wednesday,Flight.,0
3753,what flights are available from boston to denver today,Flight.,0
3754,san francisco to denver,Flight.,0
3755,show me all flights from philadelphia to san francisco with one stop in dallas,Flight.,0
3756,display all flights from toronto to san diego on us air stopping over in denver,Flight.,0
3757,how much is a first class ticket from boston to san francisco,Airfare.,2
3758,oakland to philadelphia,Flight.,0
3759,please show me all airports in denver,Airport.,5
3760,list round trip flights between boston and oakland using twa,Flight.,0
3761,show me the flights from san francisco to boston,Flight.,0
3762,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,Flight.,0
3763,i would like the evening schedule of flights from san francisco to washington,Flight Time.,1
3764,what are the fares from dallas to san francisco on flight dl 217,Airfare.,2
3765,what kind of ground transportation is there in denver,Ground Service.,4
3766,what delta flights are available to fly from philadelphia to boston,Flight.,0
3767,can you show me the list of flights that fly from washington to san francisco via dallas,Flight.,0
3768,what is the first flight from boston to dallas,Flight.,0
3769,eastern flies from atlanta to denver what type of aircraft do you use before 6 pm,Flight.,0
3770,show me flights from milwaukee to orlando on a thursday before noon,Flight.,0
3771,does united have a flight from miami to washington dc on wednesday,Flight.,0
3772,i want a flight from san francisco to denver leaving san francisco in the afternoon arriving denver around 5 in the afternoon,Flight.,0
3773,what are the flights from boston to washington on october fifteenth 1991,Flight.,0
3774,flights from denver to pittsburgh on wednesday,Flight.,0
3775,how many people fly on a turboprop,Capacity.,13
3776,please list all flights into denver before noon on united airlines and northwest airlines,Flight.,0
3777,what flights are available from denver to philadelphia on wednesday,Flight.,0
3778,what flights are available from san francisco to pittsburgh on monday morning,Flight.,0
3779,show me all flights from baltimore to philadelphia,Flight.,0
3780,what is the fare on the thrift economy flight from boston to san francisco,Airfare.,2
3781,how can i get from the airport in pittsburgh to downtown,Flight.,0
3782,is it possible for me to fly from baltimore to san francisco,Flight.,0
3783,find travel arrangements for a round trip flight from boston to pittsburgh,Flight.,0
3784,is there any ground transportation to the city in dallas,Ground Service.,4
3785,from phoenix to denver on a monday,Flight.,0
3786,what is the latest flight from salt lake city to st. petersburg,Flight.,0
3787,now i 'd like information on flights from denver to san francisco,Flight.,0
3788,may i see all nonstop flights from st. petersburg to charlotte,Flight.,0
3789,from baltimore to san francisco,Flight.,0
3790,show me the airlines that fly from denver to san francisco,Airline.,6
3791,round trip fares from denver to philadelphia less than 1000 dollars,Airfare.,2
3792,i would like a flight from philadelphia to dallas,Flight.,0
3793,i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock,Flight.,0
3794,show me the flights arriving at love field from all other airports,Flight.,0
